CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;UTM;GEOGRAFICAS
102361;Fullcarga;EL JIMMY CAMUS;FERNANDEZ ALBANO 1197;LA CISTERNA;;347001:6289204;-33.5260894911235:-70.648138113376
102365;Fullcarga;EL TAMBO;NEMESIO VICUÑA 1123;PUENTE ALTO;;354190:6281206;-33.599213:-70.572067
102366;Fullcarga;TUGA TUGA;LOS AZAHARES  3309;PUENTE ALTO;;354582:6283660;-33.5771334873091:-70.56743689728
102375;Fullcarga;TIENDA UPA!-SHELL  (F.160);VITACURA 7721;VITACURA;;354970:6304871;-33.38594730799535:-70.55982466516556
102376;Fullcarga;TIENDA UPA!-SHELL  (F.128);COMANDANTE MALBEC 13500;LO BARNECHEA;;359506:6308178;-33.3567274111286:-70.5105514456498
102424;Fullcarga;SOFIAS;LAS CODORNICES 3131;MACUL;;351371:6291670;-33.5044741667497:-70.60068589071541
102441;Fullcarga;CASA MARCO;5 DE ABRIL 33;MAIPU;;336771:6290782;-33.510361:-70.757980
102445;Fullcarga;ALEXIS;ALDUNATE  1701;SANTIAGO;;346398:6295499;-33.4692542450163:-70.6535534549257
102449;Fullcarga;LA REGALONA;PORTO SEGURO 5154;QUINTA NORMAL;;341473:6297684;-33.44882967186042:-70.70615185973696
102451;Fullcarga;SEBASTIAN CESAR;DIAGONAL CERVANTES 785;SANTIAGO;;346760:6299397;-33.43415794828611:-70.6489989010522
102489;Fullcarga;VIRGEN DE LOURDES;JOSE JOAQUIN PEREZ 4231 LOCAL 15 4231;QUINTA NORMAL;;342671:6299614;-33.431610815887915:-70.6929260390735
102562;Fullcarga;NACHITA;SALAR DEL CARMEN  10226;LA FLORIDA;;351112:6286579;-33.5503369398537:-70.6043224042923
102840;Fullcarga;KIOSKO ABARROTES;JUAN LARENAS # 301 301;QUILICURA;;339887:6305624;-33.3770099766665:-70.7217951387745
102849;Fullcarga;ROPA SANTIAGO POR MAYOR;LIB. BERNARDO O'HIGGINS 3027 LOCAL 183;SANTIAGO;;344285:6297624;-33.44978882897058:-70.67591432319463
102853;Fullcarga;CHAPARRITO;CAMINO LAS LOMAS 13941;LO BARNECHEA;;359918:6307535;-33.3625809549999:-70.506231266
102855;Fullcarga;KIOSCOTE;TIERRA DEL FUEGO  FRENTE AL 306;PUDAHUEL;;336443:6296465;-33.4590691392851:-70.7604656655839
102857;Fullcarga;DANIELA;JULIO CESAR GRAVERT 1883;SAN RAMON;;347511:6286149;-33.553427:-70.642611
102862;Fullcarga;CAM;CARMEN MENA 552;SAN MIGUEL;;347657:6291106;-33.509037083333304:-70.6407566666667
102863;Fullcarga;SOL Y MAR;LUIS INFANTE CERDA 5835;ESTACION CENTRAL;;340993:6294538;-33.4771265990488:-70.71187203171117
102864;Fullcarga;CARLITOS;DOCTORES DE LA LEY 4066;PUENTE ALTO;;349311:6278641;-33.621662:-70.625069
102868;Fullcarga;ZG.COM;SICILIA 1487;RENCA;;340242:6302812;-33.402424:-70.718483
102871;Fullcarga;EL SAUSE II;LOS SAUSES 3463;RENCA;;342834:6302842;-33.40253328:-70.69061177
102877;Fullcarga;ANDERSON;DOLORES 462;ESTACION CENTRAL;;343719:6296852;-33.45666089:-70.68213383
102879;Fullcarga;LUIS MARDONES;SAN CARLOS 0567;PUENTE ALTO;;354390:6281409;-33.597412:-70.569878
102880;Fullcarga;CLAUDIO ACUÑA;VECINAL 5375;SAN JOAQUIN;;349229:6291541;-33.505336070896:-70.6237602566279
102881;Fullcarga;EBEN EZER;LA PUNTA 1902;RENCA;;337917:6303303;-33.397641825413:-70.74337509355591
102885;Fullcarga;M Y M;ANIBAL PINTO 9288;LA CISTERNA;;346511:6286983;-33.546047:-70.653809
102886;Fullcarga;MARGARITA;CRUZ 1250 1250;INDEPENDENCIA;;346096:6300483;-33.424282:-70.655960
102887;Fullcarga;JOSE JORQUERA;SPRINGHILL 3285;SAN JOAQUIN;;348549:6293424;-33.488270:-70.630768
102888;Fullcarga;LA VECINA;RIO RAPEL DEPTO 106 BLOCK 187 DEPTO 106;SAN JOAQUIN;;349187:6292965;-33.4922044:-70.62340610000001
102890;Fullcarga;VIRTIENTES;REY DON FELIPE 1882;LA PINTANA;;348664:6283438;-33.578327:-70.631226
102899;Fullcarga;DULCE PALADAR;PORTALES 706;MAIPU;;336022:6289935;-33.517879:-70.766190
102900;Fullcarga;MARANATHA;URUGUAY 2347;CERRILLOS;;339255:6293293;-33.488089179025:-70.7307941872216
102905;Fullcarga;KIOSKO;TRINIDAD ESQUINA AV LA FLORIDA S/N;LA FLORIDA;;354332:6286912;-33.547501:-70.569036
102906;Fullcarga;NUESTRO SUEÑO;DOCE DE OCTUBRE  312;PUDAHUEL;;336698:6296427;-33.459450:-70.757736
102911;Fullcarga;DON PEPERO;MARIA ELENA  1014 - A;LA FLORIDA;;351598:6285270;-33.562222:-70.599312
102912;Fullcarga;MATILU;LOS VERDALES 6351;LA FLORIDA;;355243:6290848;-33.512421:-70.559158
102913;Fullcarga;CAMPO VERDE;LA FLORIDA 9405;LA FLORIDA;;354201:6287541;-33.542099:-70.570915
102914;Fullcarga;FLOR ABARZUA;LO BARNECHEA CON EL GABINO S/N;LO BARNECHEA;;359766:6308530;-33.353596:-70.507713
102915;Fullcarga;DONDE MONCHO;LAS HIGUERAS  4020;LA FLORIDA;;355673:6290743;-33.513141:-70.553978
102916;Fullcarga;EL ESFUERZO;MANUEL RODRIGUEZ  11007;LA FLORIDA;;354360:6286699;-33.549709:-70.569336
102919;Fullcarga;CURACAUTIN;SAN JORGE 2227-B;LA FLORIDA;;354835:6285895;-33.557026:-70.564354
102921;Fullcarga;K MARKET;CUARTA TRANSVERSAL 5985;SAN MIGUEL;;345399:6291323;-33.5067583059442:-70.6650239314839
102922;Fullcarga;LIBRERÍA KIP;JOAQUIN EDWARDS BELLO 8944;LA GRANJA;;349234:6287108;-33.5453110472201:-70.6244591015626
103120;Fullcarga;DIVO;TRINIDAD 0920;LA FLORIDA;;351420:6286985;-33.546730:-70.600945
103122;Fullcarga;MI ABUELITA ANA;LASTRA  1157;INDEPENDENCIA;;346183:6300040;-33.428284:-70.655098
103125;Fullcarga;JULIO PEREZ;PADRE HECTOR LIMONTA  2590;CERRILLOS;;341586:6291053;-33.508640:-70.706116
103129;Fullcarga;LA TIA YUDID;DAVILA BAEZA AL LADO DEL 994;INDEPENDENCIA;;346370:6300223;-33.426659:-70.653053
103130;Fullcarga;GALAXIA;RECOLETA 3942;RECOLETA;;347298:6304379;-33.389320:-70.642372
103131;Fullcarga;EYDEN FELIX;MARURI 1142;INDEPENDENCIA;;345835:6301265;-33.417187:-70.658630
103132;Fullcarga;KIOSKO;SANTOS DUMONT FRENTE AL 999;INDEPENDENCIA;;346342:6300887;-33.42066585:-70.65323426
103134;Fullcarga;ANTO MARKET;ERNESTO RAID 5983;CONCHALI;;343797:6306570;-33.369072:-70.679619
103135;Fullcarga;HAPPY;RIO VALDIVIA  750;QUILICURA;;336353:6307410;-33.360382:-70.759445
103136;Fullcarga;DEEP BLUE;SAMUEL ESCOBAR  474;RECOLETA;;347614:6303226;-33.399765:-70.639168
103137;Fullcarga;FABIANCITO;INDEPENDECIA 3975;CONCHALI;;344259:6304054;-33.391521:-70.674512
103139;Fullcarga;MI KIOSCO;IRARRAZAVAL 2793;ÑUÑOA;;351161:6297209;-33.454517:-70.602043
103142;Fullcarga;LAS TRES MARIAS;EL TRANQUE 749;PUENTE ALTO;;350786:6278149;-33.626305:-70.609253
103144;Fullcarga;CYNTHIA ESCOBAR;GRANEROS 01692;PUENTE ALTO;;349116:6277264;-33.6337549:-70.6268254
103145;Fullcarga;SIGUENZA;TORO MAZOTE 017;ESTACION CENTRAL;;342794:6297022;-33.455002:-70.692062
103146;Fullcarga;LA SACHA;PADRE LORENZO EITING 5794-B;QUINTA NORMAL;;340612:6299858;-33.429111:-70.715027
103148;Fullcarga;EMPORIO M J J;NUEVA IMPERIAL 4512;QUINTA NORMAL;;342357:6298097;-33.445251:-70.696571
103151;Fullcarga;DONDE MAJO;TERRAZAS 1908;MAIPU;;337468:6290811;-33.510201:-70.750473
103152;Fullcarga;BOTILLERIA EL TURRI;CAMPANARIO 1347;MAIPU;;335094:6289717;-33.519699:-70.776230
103153;Fullcarga;BENBEL Y CAR LTDA;"ARTURO PRAT 5019 LOCAL ""A""";RENCA;;339860:6302551;-33.4043159523809:-70.7220552116402
103157;Fullcarga;GENESIS;LOS FIORDOS 920;LAS CONDES;;357344:6301695;-33.4149029572162:-70.5348154096713
103158;Fullcarga;J C;ECUADOR 5211 LOCAL 18;LO PRADO;;341464:6296894;-33.455963:-70.706390
103159;Fullcarga;PANCHITO;CERRO CASTILLO 13 LOCAL 2;LO BARNECHEA;;360850:6307267;-33.365131:-70.496269
103160;Fullcarga;FELIX;VIA LACTEA 2921;MAIPU;;333260:6290190;-33.515156:-70.795876
103161;Fullcarga;SANDRITA;DOMINGO FAUSTINO SARMIENTO 0529;MAIPU;;334509:6288048;-33.5346544117657:-70.7828178272394
103164;Fullcarga;I Y R ;VOLCAN OSORNO 1387 LOCAL 3;RENCA;;339254:6302482;-33.405251:-70.729164
103165;Fullcarga;MARCOS;ARGOS 8550;PUDAHUEL;;337032:6296064;-33.462780:-70.754211
103166;Fullcarga;MINIMARKET;LUZ DEL ALBA 1093;RECOLETA;;346353:6304255;-33.3903018899591:-70.6525387940909
103363;Fullcarga;JAMES;GUILLERMO FRANKE 601;ESTACION CENTRAL;;342326:6295481;-33.468830:-70.697365
103364;Fullcarga;LA FAMILIA;GAC OVALLE 3139;RECOLETA;;348519:6303436;-33.397999:-70.629410
103366;Fullcarga;SARITA;ANCUD 5276;RENCA;;339582:6301911;-33.410450:-70.725731
103370;Fullcarga;LAS PALOMAS;MAR CARPIO 6900;CERRO NAVIA;;339178:6301011;-33.41849572883:-70.7302341239055
103374;Fullcarga;MARITA;CORONEL 10523;LA GRANJA;;350283:6286126;-33.5540245:-70.6127558
103379;Fullcarga;NIDIA;NUEVA EXTREMADURA 4502;QUINTA NORMAL;;342291:6300353;-33.4248889653997:-70.6968827037698
103383;Fullcarga;MINIMARKET;FERMIN VIVACETA  1364;INDEPENDENCIA;;345279:6301501;-33.414982:-70.664558
103387;Fullcarga; BRASCHILE;EL SALTO 3146;RECOLETA;;348652:6303401;-33.398335:-70.627983
103388;Fullcarga;TIA JANNY;EDUCACION  8550;CERRO NAVIA;;336156:6301265;-33.415760:-70.762680
103390;Fullcarga;BASTI Y SAMY;ESCRITOR ROBERTO ALARCON LOBOS 9946;LA REINA;;357806:6297085;-33.456532:-70.530579
103391;Fullcarga;MAXI MARKET;BRASIL 285;SANTIAGO;;345302:6298589;-33.441238:-70.664818
103394;Fullcarga;LA ESTRELLA;JOSE MIGUEL INFANTE 5518;RENCA;;339212:6302274;-33.4071163710352:-70.7296430881329
103395;Fullcarga;CRECIENDO 2.O;GRECIA 8014;PEÑALOLEN;;356120:6295066;-33.474518:-70.549042
103396;Fullcarga;FUENAST;MANUEL MONTT 2131;PROVIDENCIA;;349412:6300060;-33.428562:-70.620369
103397;Fullcarga;HECTOR GARCIA;VIA LACTEA 3932;MACUL;;351007:6293184;-33.490776:-70.604355
103400;Fullcarga;TOO EL RATO;CAMPO DE DEPORTES 36;ÑUÑOA;;350524:6297252;-33.454041:-70.608879
103401;Fullcarga;LIBRERÍA BELLO;EL BOSQUE SANTIAGO 386;HUECHURABA;;348571:6305763;-33.37702391715:-70.6284462447342
103405;Fullcarga;RUTH RAMIREZ;JOSE ARRIETA 6768;LA REINA;;355164:6296392;-33.4624202585804:-70.5591047115
103406;Fullcarga;POKI;IQUIQUE 7499;LA CISTERNA;;346652:6289193;-33.526146:-70.651909
103488;Fullcarga;DE RENATO;EL RETAMO 9625;LA FLORIDA;;351411:6287441;-33.542622:-70.600975
103491;Fullcarga;CLAUDIA;JORGE CANNING 544;SAN JOAQUIN;;347966:6293555;-33.4870039480836:-70.6370114357181
103493;Fullcarga;ADONAY;PARAGUAY 1910;SAN RAMON;;347884:6288210;-33.535187:-70.638809
103494;Fullcarga;WILLIAMS III;EL LINGUE 03013;LA PINTANA;;349810:6281922;-33.592152:-70.619133
103499;Fullcarga;EL DIDI;OCHO DE MARZO 2692;CERRILLOS;;339417:6293541;-33.485879225:-70.729006657
103501;Fullcarga;YASNITA;CLEOPATRA 10737;LA FLORIDA;;351060:6285740;-33.557907:-70.605034
103503;Fullcarga;LOS CACHORRITOS;PUNTA ARENAS 10157;LA FLORIDA;;350476:6286804;-33.548229:-70.611145
103504;Fullcarga;MARIA VALENZUELA;RIO BORDALI 648;PUENTE ALTO;;349695:6279606;-33.612739:-70.620193
103509;Fullcarga;VIRGENCITA DE CHAPI;ESCUELA CAMINO AGRICOLA 2314;MACUL;;350566:6293192;-33.49064131216:-70.6090984888245
103512;Fullcarga; ANNY;BARTOLOME VIVAR 02650;LA PINTANA;;349260:6282143;-33.5900729119147:-70.6250180600471
103514;Fullcarga;SACHA;LOS ARTESANOS 10463;LA FLORIDA;;354527:6286417;-33.552277:-70.567589
103515;Fullcarga;LOBITO;DIEGO PORTALES 158;LA FLORIDA;;353159:6285165;-33.563381:-70.582527
103516;Fullcarga;ARTURO ARCE;PALENA 1478 LOCAL 3;PEÑALOLEN;;356407:6295450;-33.4710831280872:-70.5458823826847
103523;Fullcarga;MELY BLUES;SANTA SARA 12156;EL BOSQUE;;344330:6284343;-33.5695271614807:-70.6777366907369
103538;Fullcarga;OPTICA LOS ALPES;PROVIDENCIA 2011;PROVIDENCIA;;350162:6300625;-33.4235652872413:-70.6122014356314
103540;Fullcarga;SABORES LA PLAZA;TAGUA TAGUA 7582 LOCAL 2;PEÑALOLEN;;355922:6295359;-33.4718382766331:-70.5511151752711
103541;Fullcarga;ALMACEN Y BAZAR MANOLO;MUNICH 5687;CONCHALI;;343642:6306005;-33.3741284399344:-70.6813701073896
103543;Fullcarga;CRISTY;LAS TORRES 5820;PEÑALOLEN;;353789:6291936;-33.5024132011247:-70.5746219686428
103545;Fullcarga;ARRIBA DEL BALON;SANTA LUISA 226;QUILICURA;;338466:6307539;-33.3595325965391:-70.7367144669202
103546;Fullcarga;KOFKE WILLY MAPU;LAGO DEL BUDI 1290;PEÑALOLEN;;356903:6295521;-33.47051006058:-70.5405397659999
103547;Fullcarga;SIGUENZA;TRANSITO 5238;QUINTA NORMAL;;341290:6299187;-33.4352556800221:-70.7078541352396
103552;Fullcarga;SRA SONIA;CERRO ANGELES 1733;PUENTE ALTO;;351961:6278584;-33.6225406294447:-70.5965093662571
103553;Fullcarga;TIA CHELY;ZIRCONIO 1531;MAIPU;;334745:6289844;-33.5184931057747:-70.7799488958271
103554;Fullcarga;HEELEN;AUGUSTO DHALMAR 9023;LO ESPEJO;;342247:6289227;-33.5251942:-70.699313822
103555;Fullcarga;CLAUDIA PINTO;RANQUIL 2106;MAIPU;;333856:6290759;-33.512059:-70.786908
103557;Fullcarga;ARACELY;EJERCITO LIBERTADOR 4176;PUENTE ALTO;;351735:6284420;-33.5698938060796:-70.5979762705698
103558;Fullcarga;SIGUENZA;SAN FRANCISCO 8862 LOCAL A-B;PUDAHUEL;;336864:6298997;-33.4362998234377:-70.7554763433454
103562;Fullcarga;EL ILLY;VICUÑA MACKENNA 1500;SAN RAMON;;346913:6287092;-33.5451219152093:-70.6494533493371
103564;Fullcarga;MARINAS;LOS AROMOS 9290;LA CISTERNA;;344866:6287401;-33.5420434414685:-70.6714328412218
103565;Fullcarga;LORENA;CAQUENA 536;LA REINA;;357798:6296968;-33.4575790252427:-70.5306747749672
103566;Fullcarga;ALMACEN;ESCANILLA 821;INDEPENDENCIA;;345725:6300686;-33.4223900020793:-70.6599004147615
103567;Fullcarga;GRANDE MARTIN;PRINCIPAL 1296;CONCHALI;;345400:6305372;-33.3800927368644:-70.6625931319574
103569;Fullcarga;ANDREITA;CHUNGARA 2360;MAIPU;;333823:6290687;-33.5107490589901:-70.7897168383658
103571;Fullcarga;YIREH;ALAMEDA FRENTE AL 4860;ESTACION CENTRAL;;341767:6296783;-33.4569989638416:-70.7031445580574
103572;Fullcarga;TIO PEPO;ISLA DE PASCUA 3609;PEDRO AGUIRRE CERDA;;343569:6292265;-33.4980002503496:-70.6845560036295
103573;Fullcarga;KAROLITHA;GERMAN TENDERIUS 1802;RENCA;;338243:6303123;-33.399323:-70.739914
103575;Fullcarga;CAMILA;ROMA 7299;CERRO NAVIA;;338558:6300038;-33.4271731403054:-70.7370727373124
103577;Fullcarga;TABAQUERIA EL CORCEL;COVADONGA 225;SAN BERNARDO;;342262:6281438;-33.59530064:-70.70071524
103581;Fullcarga;CRISMADY;ARTURO PRAT 953;SANTIAGO;;346915:6296835;-33.4572792156277:-70.6477652500989
103582;Fullcarga;ENTRETENIMIENTOS SIGUENZA;INDEPENDENCIA 3767;CONCHALI;;344450:6303843;-33.3937389995775:-70.6730653955613
103587;Fullcarga;MAGDALENA AROS;SANTA CECILIA 998;PUDAHUEL;;335809:6298794;-33.4379770844329:-70.7668543952952
103591;Fullcarga;JLARIO;SANTA ELENA 867;SANTIAGO;;348361:6297307;-33.453231032764:-70.6321265474561
103592;Fullcarga;JOSE ARANGUIZ SALGADO (C);ISLA CHULINEC 01727;PUENTE ALTO;;354790:6285028;-33.5648283409274:-70.5649686731219
103594;Fullcarga;VICTORIA VERA;JOSE MANUEL INFANTE 553;PROVIDENCIA;;349224:6299177;-33.4364894819511:-70.6225307505712
103596;Fullcarga; ARAFRUT;LA PAZ 289;RECOLETA;;346540:6299950;-33.429150:-70.651268
103599;Fullcarga;GINETTE;HUMBERTO CARO 298;QUILICURA;;339790:6306448;-33.369579:-70.722694
103603;Fullcarga;LA MANO DE DIOS;JOSE MIGUEL INFANTE 4676;RENCA;;340313:6302343;-33.4066564279118:-70.7177946544191
103604;Fullcarga;MIRIAM TOLEDO;MONTE HUSCARAN 882;QUILICURA;;337372:6308197;-33.353437653677:-70.7483555851429
103605;Fullcarga;CARMEN;JOSE MANUEL IRARRAZABAL 1332;MAIPU;;338124:6290472;-33.5133547365565:-70.7434632957143
103606;Fullcarga;EL PIDA;HEROE GREGORIO MALDONADO 334;RECOLETA;;347910:6304318;-33.389957:-70.635803
103608;Fullcarga;SANCHEZ BUSTAMANTE;ADOLFO IBAÑEZ 484;INDEPENDENCIA;;346035:6300243;-33.426434:-70.656654
103609;Fullcarga;TMARKET;TEATINOS 634;SANTIAGO;;346137:6299151;-33.4362841746487:-70.6557337920306
103611;Fullcarga;FENIX N J F;OSCAR CHANK 5086;QUINTA NORMAL;;341795:6301146;-33.4176709818027:-70.7020727261672
103613;Fullcarga;VALPARAISO;VALPARAISO 6595;LO ESPEJO;;344433:6290831;-33.5110485405089:-70.6755058307813
103615;Fullcarga;LOS GIRASOLES;LOS GIRASOLES 0719;LA GRANJA;;349742:6289591;-33.5229887475641:-70.6185744223841
103616;Fullcarga;PAO PAO;"CRISTOBAL COLON 7000 TORRE ""B""";LAS CONDES;;355238:6301347;-33.4177569228053:-70.5575073823471
103620;Fullcarga;EL TIO BARNY;UCRANIA 7648;CERRILLOS;;339291:6293029;-33.4904661345363:-70.73061086878
103621;Fullcarga;WILDOR LOUIS;BUZETA 4290;CERRILLOS;;342929:6294120;-33.4811784829535:-70.6911110581855
103622;Fullcarga;NINAS;HOLANDA 2115;MAIPU;;335104:6293405;-33.4861587588652:-70.77486773049645
103626;Fullcarga;LA PICA COLOMBIANA;BELL 7401;CERRILLOS;;341882:6290746;-33.51115444:-70.70240598
103627;Fullcarga;GEORGINA MIRANDA;PEDRO LAGOS 9284;SAN RAMON;;348043:6286982;-33.5462751616449:-70.6373075005979
103628;Fullcarga;MI KIOSCO;PROVIDENCIA 2451;PROVIDENCIA;;350837:6301066;-33.4196867492528:-70.6048783610616
103631;Fullcarga;ROSA SILVA;LOS AVIADORES 695;MAIPU;;335709:6289493;-33.521811051929:-70.7696409704436
103633;Fullcarga;LUZ MARIA CAÑETE;ISALA PEAK 8702;PUDAHUEL;;336503:6296245;-33.4610564355801:-70.7598615641121
103792;Fullcarga;TIENDA UPA!-SHELL  (F.170);SANTA MARIA 0888;PROVIDENCIA;;349012:6300032;-33.428755601969:-70.6246660525161
103869;Fullcarga;JUANA CARDENAS;LOS INDUSTRIALES 2587;MACUL;;350834:6293608;-33.4869318522534:-70.6061419128072
103874;Fullcarga;EL CHANGARRO;EL ALERCE 701;LA FLORIDA;;351377:6287536;-33.5417531404236:-70.6013118389899
104060;Fullcarga;LOBY;LAS TAGUAS 484;PUDAHUEL;;338357:6296380;-33.4601235092742:-70.7398996430483
104065;Fullcarga;BAZAR MONICA;PROFESOR ZAÑARTU FRENTE AL 1027;INDEPENDENCIA;;346338:6301247;-33.4174196034665:-70.6532133998251
104073;Fullcarga;FARMACIA VIVI;OBSERVATORIO 978;EL BOSQUE;;345484:6285304;-33.561047:-70.665154
104076;Fullcarga;LOS FRUTOS DE DADDY;PORTO SEGURO 4755;QUINTA NORMAL;;341996:6297803;-33.4478407699548:-70.7005003071008
104077;Fullcarga;SAN JOSE;MAPOCHO SUR 8188-A;CERRO NAVIA;;336944:6300518;-33.422615:-70.754349
104078;Fullcarga;LA EMPRENDEDORA;MUJICA 0216;ÑUÑOA;;348776:6297653;-33.4501733673066:-70.6276071385558
104079;Fullcarga;AMIGO;EL GALOPE 1412;LA FLORIDA;;350931:6285487;-33.5601576353046:-70.6064562543471
104080;Fullcarga;LIBRA;LOBELIA 135;HUECHURABA;;349419:6305599;-33.378624:-70.619377
104081;Fullcarga;LA YUYITO;COSTA RICA 2710;INDEPENDENCIA;;344195:6302649;-33.404476:-70.67601
104082;Fullcarga;ESTRELLI;LO VALDES 3025 DEPTO A14;PUENTE ALTO;;350562:6278928;-33.619243985:-70.6115318299999
104083;Fullcarga;LA SIGER;LO OVALLE 0049;LA GRANJA;;346010:6290454;-33.5146792392906:-70.658597009027
104084;Fullcarga;LA PAULI;VIRREY ALBA 14623;SAN BERNARDO;;343184:6282016;-33.590351:-70.690498
104088;Fullcarga;MAMA JUANA;"MAPOCHO 6709 LOCAL ""A""";CERRO NAVIA;;339444:6300443;-33.42366:-70.727486
104089;Fullcarga;QUIKY;CAMINO PEÑALOLEN 621;PEÑALOLEN;;356781:6296208;-33.4642985348155:-70.5417433571521
104093;Fullcarga;KIOSCO ROSSANA;GAMERO FRENTE AL 2098;INDEPENDENCIA;;345303:6300737;-33.421875:-70.664444
104094;Fullcarga;SONIA ARCOS;LOS TULIPANES 2780;RENCA;;342237:6304658;-33.386082:-70.696716
104095;Fullcarga;K Y R;SANTA LUISA 0246;QUILICURA;;338474:6307533;-33.359596:-70.736641
104096;Fullcarga;SU BAZAR;LAS NALCAS 10023;LA FLORIDA;;356305:6288020;-33.538058889:-70.548171177
104097;Fullcarga;LAS MONITAS;VICUÑA MACKENNA 7241;RENCA;;337518:6303280;-33.397797:-70.747673
104098;Fullcarga;HAITUCURA YONEL;BLANCO ENCALADA 040;QUILICURA;;338271:6306364;-33.37011:-70.739029
104099;Fullcarga;VALENTINA;CARLOS LUIS GONZALEZ 3383;LA FLORIDA;;355006:6289459;-33.5249100221853:-70.5619284249529
104103;Fullcarga;YUSY;SANTA TERESA 1786;ESTACION CENTRAL;;342885:6295229;-33.4711789860477:-70.6913929463228
104104;Fullcarga;LAS DELICIAS;OCEANIA 227;PUDAHUEL;;336805:6296121;-33.462231:-70.756645
104106;Fullcarga;ALBERTO RAMIREZ;EBANO 225;CERRILLOS;;339117:6290874;-33.5098783334286:-70.7327128517947
104107;Fullcarga;JP;LOS ARBITROS 4652;ESTACION CENTRAL;;340584:6294530;-33.477146:-70.716278
104108;Fullcarga;NEGRO JOSE;BUTACO 8392;PUDAHUEL;;337299:6295839;-33.464848:-70.751373
104122;Fullcarga;TIENDA UPA!-SHELL  (F.118);TOBALABA 11835;PEÑALOLEN;;355246:6294248;-33.48147384999019:-70.5580011798909
104123;Fullcarga;TIENDA UPA!-SHELL  (F.134);FRANCISCO VILLAGRA 5681;ÑUÑOA;;353935:6296880;-33.4578505924752:-70.5722506916296
104133;Fullcarga;TIENDA UPA!-SHELL  (F.664);MACUL 2675;MACUL;;351469:6294472;-33.4792289701179:-70.5991711469481
104201;Fullcarga;DONDE JUANITO;PRESIDENTE ANTONIO ALESSANDRI PALMA 1182;MAIPU;;335384:6288658;-33.52917146:-70.77347291
104208;Fullcarga;CAMILO;NICOLAS DE GARNICA 0100;RECOLETA;;347830:6302034;-33.410249:-70.636476
104222;Fullcarga;PUNTOFERTAS;AMERICA 0290;SAN BERNARDO;;341830:6282961;-33.5816184529163:-70.7049111115475
104224;Fullcarga;LA ESQUINA;6 PONIENTE 7397;LO ESPEJO;;342284:6290732;-33.511639:-70.698662
104227;Fullcarga;LA PALMERA;JUAN PLANAS 5695;SAN JOAQUIN;;348433:6291045;-33.509701281809:-70.6324136268059
104231;Fullcarga;KUÑUL;SALVADOR GUTIERREZ 4683;QUINTA NORMAL;;342091:6300300;-33.425346:-70.699043
104232;Fullcarga;SARITA;QUACTEMOC 4355;PEDRO AGUIRRE CERDA;;343356:6293422;-33.487541:-70.686646
104234;Fullcarga;MARISE;PASAJE OCHO 4479;PEDRO AGUIRRE CERDA;;343094:6292824;-33.492893:-70.689575
104235;Fullcarga;LORENA;ALSINO 4402;QUINTA NORMAL;;342518:6300015;-33.427979:-70.694504
104236;Fullcarga;DOÑA EDITH ;LAGO COLLICO 3480;PEDRO AGUIRRE CERDA;;345290:6293741;-33.484947:-70.665779
104237;Fullcarga;DAFERMAX;MONJA ALFEREZ 5233;SAN MIGUEL;;345583:6292135;-33.499458390312:-70.6629054226541
104238;Fullcarga;DISTRIBUIDORA CALABRANO;OHIGGINS 0161-A;QUILICURA;;339077:6307445;-33.360191:-70.729606
104240;Fullcarga;VANIA;ACAPULCO 7773;LO ESPEJO;;344052:6289748;-33.5207572889999:-70.6797892288187
104241;Fullcarga;DONDE GUS;SALVADOR DE BAHIA 1175;QUILICURA;;340155:6308025;-33.3551173:-70.71791969999998
104242;Fullcarga;DAYANA;GENERAL FREIRE 5167;RENCA;;33957:6302974;-33.4008606209456:-70.7256304917594
104244;Fullcarga;GIKA;ZURICH SUR 01042;LA CISTERNA;;344781:6290118;-33.5175289259508:-70.6718822493022
104250;Fullcarga;MARY ;DOS SUR 3868;RENCA;;342151:6302571;-33.4048740914485:-70.697998597482
104252;Fullcarga;BABY OFERTAS;BERNARDINO PARADA 956;LA PINTANA;;346986:6283366;-33.57872301:-70.649298754
104253;Fullcarga;LA VEGUITA;MADRID 1221;CONCHALI;;348065:6296698;-33.4586773746315:-70.6354229439361
104258;Fullcarga;JABES CHILE LTDA;SANTA ELENA 381;PUENTE ALTO;;354093:6280257;-33.6077545124528:-70.5732643149947
104260;Fullcarga;ESTRELLA;CHILOE 4253;PUENTE ALTO;;349059:6277952;-33.6278319961047:-70.6278944998871
104261;Fullcarga;NYN;CERRO EL ALTAR 0438;PUENTE ALTO;;352001:6278868;-33.619985185:-70.596029484
104262;Fullcarga;MACARENA;INDEPENDENCIA FRENTE AL 399;INDEPENDENCIA;;346257:6300257;-33.4263339044396:-70.6542544835108
104263;Fullcarga;EL BASTY;CANTO GENERAL 0416 DEPTO 14;LA GRANJA;;348900:6286455;-33.550862:-70.627601
104265;Fullcarga;EL PUNTO;PARINACOTA 600;LA REINA;;357624:6296916;-33.4580244376128:-70.5325621947652
104266;Fullcarga;FALA EMMA;CERRO LA SILLA  5838;LA FLORIDA;;355113:6290623;-33.5144288122572:-70.5605886101947
104273;Fullcarga;TIENDA UPA!-SHELL  (F.153);SAN DIEGO 1409;SANTIAGO;;346812:6296095;-33.4639334973954:-70.6490010060904
